item_1,item_2,correlation
bfi_open_1,bfi_extra_6,0.2421223345798
bfi_open_1,narq_14,0.0134006605324755
bfi_open_1,bfi_agree_6r,-0.0139740052589878
bfi_open_1,bfi_consc_5,0.11681156273433
bfi_open_1,asendorpf_shyness_3r,0.200270811706403
bfi_open_1,pvd_germ_aversion_2,-0.0401110468373162
bfi_open_1,pvd_germ_aversion_3R,0.0787044887439932
bfi_open_1,bfi_neuro_8,-0.0308508635963518
bfi_open_1,pvd_infectability_3R,0.0158769149842437
bfi_open_1,pvd_germ_aversion_1,-0.0152150905936758
bfi_open_1,feel_safe_walking_dark,0.0621156913319315
bfi_open_1,feel_safe_violent_crime,0.0209172493462905
bfi_open_1,feel_safe_sexual_assault,0.014379236420758
bfi_open_1,feel_safe_theft,0.0123731106294922
bfi_open_1,bfi_open_6,0.2648090943298
bfi_open_1,narq_17,0.0301313517519766
bfi_open_1,bfi_extra_7r,-0.142506758231753
bfi_open_1,bfi_agree_7,0.0567176441111397
bfi_open_1,narq_4,0.0506581689072739
bfi_open_1,asendorpf_shyness_1,-0.156054187866453
bfi_open_1,bfi_consc_6,0.113542605074904
bfi_open_1,bfi_neuro_6r,0.113501790656428
bfi_open_1,bfi_open_7r,-0.256948279776668
bfi_open_1,narq_13,0.0171526647343822
bfi_open_1,bfi_extra_8,0.211847876481862
bfi_open_1,bfi_agree_8r,-0.0206730689765659
bfi_open_1,narq_6,-0.00626800238843845
bfi_open_1,bfi_consc_7,0.182347616377667
bfi_open_1,bfi_neuro_7,-0.179047074198181
bfi_open_1,narq_7,0.26229809457447
bfi_open_1,bfi_open_8,0.449858390808632
bfi_open_1,narq_12,0.0373730974850211
bfi_open_1,bfi_open_9r,-0.269043490240471
bfi_open_1,bfi_agree_9,0.0462692160498137
bfi_open_1,narq_8,0.20749468718054
bfi_open_1,bfi_consc_8r,-0.0559207088697982
bfi_open_1,narq_9,-0.0291406124897236
bfi_open_1,narq_10,0.00542659506013814
bfi_open_1,bfi_open_10,0.243734998703827
bfi_open_1,pvd_infectability_2,0.035137232137996
bfi_open_1,pvd_germ_aversion_4R,-0.0330204372849946
bfi_open_1,spms_partner_1,0.0967633144161193
bfi_open_1,spms_partner_2,0.0767541383952497
bfi_open_1,spms_partner_3R,-0.109541283623694
bfi_open_1,satisfaction_sexual_intercourse,0.01202001180536
bfi_open_1,satisfaction_single_life,-0.00590291514578793
bfi_open_1,investment_potential_partner,0.0198284067441523
bfi_open_1,quantity_potential_partner,-0.0227607124813575
bfi_open_1,relationship_importance,-0.0323331713498955
bfi_open_1,relationship_importance_partner,0.048329020599306
bfi_open_1,partner_attractiveness_longterm,0.00794911368152264
bfi_open_1,partner_attractiveness_shortterm,0.030131085206723
bfi_open_1,partner_attractiveness_face,-0.00850946282117071
bfi_open_1,partner_attractiveness_body,0.056180335067074
bfi_open_1,attractiveness_warmth,0.0292985458680329
bfi_open_1,partner_attractiveness_trust,0.0536289512624099
bfi_open_1,partner_sexiness,0.0420869866407641
bfi_open_1,partner_strength,0.0760672709885507
bfi_open_1,partner_feel_safe,0.0272360628167383
bfi_open_1,spms_self_1,0.186568028761231
bfi_open_1,spms_self_2,0.193544004498817
bfi_open_1,spms_self_3R,-0.193475515880446
bfi_open_1,soi_r_desire_9,0.0900119974461078
bfi_open_1,soi_r_desire_7,0.0933026036554892
bfi_open_1,soi_r_desire_8,0.129099369551246
bfi_open_1,relationship_problems,-0.0327393810852713
bfi_open_1,relationship_satisfaction_overall,0.0392529686096994
bfi_open_1,relationship_conflict,-0.0298208979085371
bfi_open_1,relationship_satisfaction_2,0.0471526454335991
bfi_open_1,relationship_satisfaction_3,0.0270355119321622
bfi_open_1,alternatives_1,0.0580690046735591
bfi_open_1,alternatives_2,0.0498904641795704
bfi_open_1,alternatives_3,0.0522559491317961
bfi_open_1,alternatives_4,-0.0109974256080419
bfi_open_1,alternatives_5,0.0743254590683291
bfi_open_1,alternatives_6,0.126292559186553
bfi_open_1,investment_1,-0.00502387663408771
bfi_open_1,investment_2,-0.0255816578010362
bfi_open_1,investment_3,0.0189362005736875
bfi_open_1,commitment_1,-0.0135202589467094
bfi_open_1,commitment_2,-0.0242761128564114
bfi_open_1,commitment_3,-0.044536335955448
bfi_open_1,communal_strength_1,0.0467865758467283
bfi_open_1,communal_strength_2R,0.0307323618900521
bfi_open_1,communal_strength_3,-0.0167177362359185
bfi_open_1,communal_strength_4,0.0262570572402969
bfi_open_1,sexual_communal_strength_1,0.00117540670364452
bfi_open_1,sexual_communal_strength_2,-0.0143132547237523
bfi_open_1,sexual_communal_strength_3,-0.0400218235628942
bfi_open_1,ecr_avo_1R,0.0306232393190646
bfi_open_1,ecr_anx_1,0.00317907439445063
bfi_open_1,ecr_avo_2,0.020395495304016
bfi_open_1,ecr_anx_2,-0.0760952649494781
bfi_open_1,ecr_anx_3,-0.0771983765512439
bfi_open_1,ecr_avo_3R,0.0189966343582321
bfi_open_1,ecr_avo_4,-0.00457393147908437
bfi_open_1,ecr_anx_4R,0.0688518835725064
bfi_open_1,ecr_avo_5R,0.0642480752433897
bfi_open_1,ecr_anx_5,-0.0226488133207244
bfi_open_1,ecr_avo_6,0.034582394856631
bfi_open_1,ecr_anx_6,-0.049763710573274
narq_5,bfi_open_1,0.118067079705744
narq_5,narq_5,1
narq_5,narq_3,0.288961043295099
narq_5,bfi_agree_2,-0.0232440364372416
narq_5,pvd_infectability_1,-0.0145607741600015
narq_5,bfi_consc_2r,0.0284058620520816
narq_5,soi_r_attitude_6r,-0.00469851852984675
narq_5,asendorpf_shyness_4r,0.101554434381091
narq_5,bfi_neuro_2r,0.0487291271907631
narq_5,bfi_open_2,0.0784626926682724
narq_5,bfi_extra_1,0.155537568915117
narq_5,bfi_extra_3,0.188644693593313
narq_5,bfi_agree_3r,0.0545823247240999
narq_5,soi_r_attitude_4,0.0418050881505104
narq_5,narq_15,0.294672386533239
narq_5,bfi_consc_3,0.0950324781354297
narq_5,soi_r_attitude_5,0.0512897469105122
narq_5,narq_2,0.196497724737345
narq_5,asendorpf_shyness_2,-0.116445996608796
narq_5,bfi_agree_1r,0.083020936564512
narq_5,bfi_consc_1,0.110147632054265
narq_5,narq_11,0.0740015970725765
narq_5,bfi_neuro_1,-0.160351473016172
narq_5,bfi_extra_2r,-0.162454366882673
narq_5,bfi_neuro_3,-0.0421139209800413
narq_5,narq_18,0.178068251761902
narq_5,bfi_open_3,-0.00478934329996779
narq_5,asendorpf_shyness_5,-0.0685389995787924
narq_5,bfi_extra_4,0.158746033669527
narq_5,narq_16,0.258981977062644
narq_5,bfi_agree_4,-0.0300922983460472
narq_5,bfi_consc_9r,-0.0574715201275406
narq_5,bfi_neuro_4,-0.026454539765013
narq_5,bfi_open_4,0.111822699682819
narq_5,bfi_extra_5r,-0.127356387317241
narq_5,bfi_agree_5,0.0339265489833122
narq_5,narq_1,0.310730194703198
narq_5,bfi_consc_4r,-0.0270192865301946
narq_5,bfi_neuro_5r,0.0530646537285529
narq_5,bfi_open_5,0.129291654579292
narq_5,bfi_extra_6,0.23419434604167
narq_5,narq_14,-0.00263328150051086
narq_5,bfi_agree_6r,0.0419342069890325
narq_5,bfi_consc_5,0.142633947248717
narq_5,asendorpf_shyness_3r,0.0981146674161451
narq_5,pvd_germ_aversion_2,0.0375220246293495
narq_5,pvd_germ_aversion_3R,0.0462383595453934
narq_5,bfi_neuro_8,0.0162311159650451
narq_5,pvd_infectability_3R,0.0380554075911304
narq_5,pvd_germ_aversion_1,-0.0101454710484328
narq_5,feel_safe_walking_dark,-0.0460413155723423
narq_5,feel_safe_violent_crime,-0.0373519088978227
narq_5,feel_safe_sexual_assault,-0.00905911655654111
narq_5,feel_safe_theft,-0.0708750816993941
narq_5,bfi_open_6,0.0267919060206416
narq_5,narq_17,0.130372038680605
narq_5,bfi_extra_7r,-0.0888084505117901
narq_5,bfi_agree_7,-0.0261149136611961
narq_5,narq_4,0.18411764052356
narq_5,asendorpf_shyness_1,-0.119598169334008
narq_5,bfi_consc_6,0.157684340813799
narq_5,bfi_neuro_6r,0.0614907886405267
narq_5,bfi_open_7r,-0.0304482899853644
narq_5,narq_13,0.100149108267668
narq_5,bfi_extra_8,0.140855835984396
narq_5,bfi_agree_8r,0.047638887019443
narq_5,narq_6,0.238066396821333
narq_5,bfi_consc_7,0.18323851635708
narq_5,bfi_neuro_7,-0.0924919387889605
narq_5,narq_7,0.20830499419824
narq_5,bfi_open_8,0.0598392679590844
narq_5,narq_12,0.168001077392402
narq_5,bfi_open_9r,0.0033298520674229
narq_5,bfi_agree_9,-0.105328505371986
narq_5,narq_8,0.273915733131948
narq_5,bfi_consc_8r,-0.0899087405621986
narq_5,narq_9,0.248310787821493
narq_5,narq_10,0.252841870875577
narq_5,bfi_open_10,0.0847072740260063
narq_5,pvd_infectability_2,0.0222566884302472
narq_5,pvd_germ_aversion_4R,-0.041554558900673
narq_5,spms_partner_1,-0.0284340249757719
narq_5,spms_partner_2,-0.0153643017377876
narq_5,spms_partner_3R,0.0455282361094542
narq_5,satisfaction_sexual_intercourse,0.0132368797047192
narq_5,satisfaction_single_life,-0.0860483865876763
narq_5,investment_potential_partner,0.0610806022257109
narq_5,quantity_potential_partner,0.0261369983667186
narq_5,relationship_importance,0.0239620702529225
narq_5,relationship_importance_partner,0.0551786244744424
narq_5,partner_attractiveness_longterm,0.021801676056778
narq_5,partner_attractiveness_shortterm,0.0142005101104038
narq_5,partner_attractiveness_face,-0.0101187642574872
narq_5,partner_attractiveness_body,-0.00713840797801079
narq_5,attractiveness_warmth,0.06066136636658
narq_5,partner_attractiveness_trust,0.0559233612977887
narq_5,partner_sexiness,0.0521266716975867
narq_5,partner_strength,0.0708403242339449
narq_5,partner_feel_safe,0.0720743860450774
narq_5,spms_self_1,0.16008459491283
narq_5,spms_self_2,0.167329400880266
narq_5,spms_self_3R,-0.115260032050275
narq_5,soi_r_desire_9,0.113736053011507
narq_5,soi_r_desire_7,0.0846230543735442
narq_5,soi_r_desire_8,0.0634725438159239
narq_5,relationship_problems,-0.0141113300279338
narq_5,relationship_satisfaction_overall,0.0512324475923973
narq_5,relationship_conflict,0.0235284095769737
narq_5,relationship_satisfaction_2,0.0632376479294959
narq_5,relationship_satisfaction_3,0.0544413015182274
narq_5,alternatives_1,0.0932726652819769
narq_5,alternatives_2,0.0472485309896546
narq_5,alternatives_3,0.0925653128916824
narq_5,alternatives_4,0.0322433925307296
narq_5,alternatives_5,0.10160445977163
narq_5,alternatives_6,0.103216215476377
narq_5,investment_1,0.0922011417922203
narq_5,investment_2,0.0548528840577834
narq_5,investment_3,0.0994168558473895
narq_5,commitment_1,0.0259739232026681
narq_5,commitment_2,0.106472140533267
narq_5,commitment_3,0.0594621410721034
narq_5,communal_strength_1,0.112454330903141
narq_5,communal_strength_2R,-0.0317689940209114
narq_5,communal_strength_3,-0.00795009531716459
narq_5,communal_strength_4,0.0708547321850412
narq_5,sexual_communal_strength_1,0.0391155120492161
narq_5,sexual_communal_strength_2,0.0569697529762498
narq_5,sexual_communal_strength_3,0.0167666252923003
narq_5,ecr_avo_1R,0.0913732288063253
narq_5,ecr_anx_1,0.14886133022582
narq_5,ecr_avo_2,-0.0432184808145037
narq_5,ecr_anx_2,-0.0628840594871241
narq_5,ecr_anx_3,-0.0803083628870751
narq_5,ecr_avo_3R,0.132273415721054
narq_5,ecr_avo_4,-0.0543617180146893
narq_5,ecr_anx_4R,0.0143786214970064
narq_5,ecr_avo_5R,0.115253319192148
narq_5,ecr_anx_5,0.0791870464239952
narq_5,ecr_avo_6,-0.00928253510421724
narq_5,ecr_anx_6,-0.0306619931880866
narq_3,bfi_open_1,0.230494276724255
narq_3,narq_5,0.288961043295099
narq_3,bfi_agree_2,0.0412266879231373
narq_3,pvd_infectability_1,-0.00147783297362733
narq_3,bfi_consc_2r,0.0211647360363927
narq_3,soi_r_attitude_6r,-0.0448654003901917
narq_3,asendorpf_shyness_4r,0.219662766370745
narq_3,bfi_neuro_2r,0.0423078436016873
narq_3,bfi_open_2,0.134205372038545
narq_3,bfi_extra_1,0.222984258668756
narq_3,bfi_extra_3,0.199095303047563
narq_3,bfi_agree_3r,0.0831406020203101
narq_3,soi_r_attitude_4,0.0526698059697885
narq_3,narq_15,0.517605854353623
narq_3,bfi_consc_3,0.0119462277964315
narq_3,soi_r_attitude_5,0.110000266671102
narq_3,narq_2,0.271751654239721
narq_3,asendorpf_shyness_2,-0.182984959114687
narq_3,bfi_agree_1r,0.139185692135227
narq_3,bfi_consc_1,0.00358556124087246
narq_3,narq_11,0.0626571099046959
narq_3,bfi_neuro_1,-0.115956783661745
narq_3,bfi_extra_2r,-0.269124180232541
narq_3,bfi_neuro_3,0.0152583950088369
narq_3,narq_18,0.262807235383822
narq_3,bfi_open_3,0.104351894331359
narq_3,asendorpf_shyness_5,-0.1214855123208
narq_3,bfi_extra_4,0.293487215767749
narq_3,narq_16,0.441450553189566
narq_3,bfi_agree_4,0.0111106152244048
narq_3,bfi_consc_9r,0.00158021910355187
narq_3,bfi_neuro_4,-0.0445537053795899
narq_3,bfi_open_4,0.119039206308916
narq_3,bfi_extra_5r,-0.218181771754916
narq_3,bfi_agree_5,0.0655218732993361
narq_3,narq_1,0.395670490322052
narq_3,bfi_consc_4r,-0.0358659409026857
narq_3,bfi_neuro_5r,0.0566415602279883
narq_3,bfi_open_5,0.223781948529358
narq_3,bfi_extra_6,0.224582748534985
narq_3,narq_14,0.00247982381953403
narq_3,bfi_agree_6r,-0.0129675658256418
narq_3,bfi_consc_5,0.0557326012473086
narq_3,asendorpf_shyness_3r,0.217686460484616
narq_3,pvd_germ_aversion_2,-0.0194106352661221
narq_3,pvd_germ_aversion_3R,0.0640254529551141
narq_3,bfi_neuro_8,0.0202530158415132
narq_3,pvd_infectability_3R,0.0465429442423424
narq_3,pvd_germ_aversion_1,0.0261417832090818
narq_3,feel_safe_walking_dark,0.0618862164632844
narq_3,feel_safe_violent_crime,0.0580497626391383
narq_3,feel_safe_sexual_assault,0.0524907274252401
narq_3,feel_safe_theft,0.0269944302061354
narq_3,bfi_open_6,0.0521548118848683
narq_3,narq_17,0.111301500253096
narq_3,bfi_extra_7r,-0.181804428363793
narq_3,bfi_agree_7,0.0431767056267396
narq_3,narq_4,0.215035348752773
narq_3,asendorpf_shyness_1,-0.217780422592352
narq_3,bfi_consc_6,0.0935408164212176
narq_3,bfi_neuro_6r,0.0481116707243971
narq_3,bfi_open_7r,-0.050596484334244
narq_3,narq_13,0.068609883931751
narq_3,bfi_extra_8,0.26660884945923
narq_3,bfi_agree_8r,0.0300766883186881
narq_3,narq_6,0.145899683015536
narq_3,bfi_consc_7,0.145420501311304
narq_3,bfi_neuro_7,-0.139021388059998
narq_3,narq_7,0.342859190600006
narq_3,bfi_open_8,0.164162874432295
narq_3,narq_12,0.246850988435554
narq_3,bfi_open_9r,-0.0194434418523362
narq_3,bfi_agree_9,-0.00430328290632519
narq_3,narq_8,0.405596426137521
narq_3,bfi_consc_8r,0.0103971627282892
narq_3,narq_9,0.15305663249643
narq_3,narq_10,0.17702437454297
narq_3,bfi_open_10,0.0912235144570538
narq_3,pvd_infectability_2,0.00659508328146105
narq_3,pvd_germ_aversion_4R,0.00734994657769295
narq_3,spms_partner_1,0.0923140854547366
narq_3,spms_partner_2,0.0139051737778201
narq_3,spms_partner_3R,-0.0200633200155796
narq_3,satisfaction_sexual_intercourse,0.00568184285847041
narq_3,satisfaction_single_life,0.0358083490222621
narq_3,investment_potential_partner,0.0983540682437535
narq_3,quantity_potential_partner,0.047825775722932
narq_3,relationship_importance,0.00347688486189606
narq_3,relationship_importance_partner,0.0903303076789812
narq_3,partner_attractiveness_longterm,-0.00700405963203082
narq_3,partner_attractiveness_shortterm,0.00433479995211703
narq_3,partner_attractiveness_face,-0.00682599606723005
narq_3,partner_attractiveness_body,0.0173096044799123
narq_3,attractiveness_warmth,0.0182474394843842
narq_3,partner_attractiveness_trust,0.0160556884954263
narq_3,partner_sexiness,0.0203403592801838
narq_3,partner_strength,0.085754408073137
narq_3,partner_feel_safe,0.0410550591148566
narq_3,spms_self_1,0.203990680036394
narq_3,spms_self_2,0.213279578003106
narq_3,spms_self_3R,-0.174278400325096
narq_3,soi_r_desire_9,0.096809660793642
narq_3,soi_r_desire_7,0.106563647694548
narq_3,soi_r_desire_8,0.137520614630694
narq_3,relationship_problems,0.00616673283439173
narq_3,relationship_satisfaction_overall,0.0153067170785486
narq_3,relationship_conflict,0.0645904637630691
narq_3,relationship_satisfaction_2,-0.000514970630864985
narq_3,relationship_satisfaction_3,0.0116773415600736
narq_3,alternatives_1,0.145713896552742
narq_3,alternatives_2,0.104125756082674
narq_3,alternatives_3,0.12269770037784
narq_3,alternatives_4,0.0843309925195816
narq_3,alternatives_5,0.0915128680793949
narq_3,alternatives_6,0.0944998114630307
narq_3,investment_1,0.0273070499479871
narq_3,investment_2,0.0354906517490212
narq_3,investment_3,0.0367043371117845
narq_3,commitment_1,-0.0298326702207568
narq_3,commitment_2,0.0262230205331689
narq_3,commitment_3,-0.0362234511233521
narq_3,communal_strength_1,0.00869794472465238
narq_3,communal_strength_2R,0.076950927640356
narq_3,communal_strength_3,-0.0497200674458624
narq_3,communal_strength_4,-0.0175538532478965
narq_3,sexual_communal_strength_1,0.00645495882968373
narq_3,sexual_communal_strength_2,-0.00807082556415606
narq_3,sexual_communal_strength_3,0.00320052776481642
narq_3,ecr_avo_1R,0.0300285730056132
narq_3,ecr_anx_1,0.0853240307503312
narq_3,ecr_avo_2,-0.0208929634285793
narq_3,ecr_anx_2,-0.00152800261026329
narq_3,ecr_anx_3,-0.00969056418471985
narq_3,ecr_avo_3R,0.0620180992614087
narq_3,ecr_avo_4,0.00546176796077643
narq_3,ecr_anx_4R,0.0833311204233504
narq_3,ecr_avo_5R,0.0752778740575487
narq_3,ecr_anx_5,-0.0108443522721001
narq_3,ecr_avo_6,0.0422760109687438
narq_3,ecr_anx_6,0.0202873234092698
bfi_agree_2,bfi_open_1,0.103674403542127
bfi_agree_2,narq_5,-0.0232440364372416
bfi_agree_2,narq_3,0.0412266879231373
bfi_agree_2,bfi_agree_2,1
bfi_agree_2,pvd_infectability_1,0.0121089469470127
bfi_agree_2,bfi_consc_2r,-0.183827823173112
bfi_agree_2,soi_r_attitude_6r,0.0937738687176582
bfi_agree_2,asendorpf_shyness_4r,0.160495480579109
bfi_agree_2,bfi_neuro_2r,0.0711385152734526
bfi_agree_2,bfi_open_2,0.151128852672508
bfi_agree_2,bfi_extra_1,0.188906661912823
bfi_agree_2,bfi_extra_3,0.162557516628913
bfi_agree_2,bfi_agree_3r,-0.0897436805754489
bfi_agree_2,soi_r_attitude_4,-0.0536664515583785
bfi_agree_2,narq_15,0.0600319323376353
bfi_agree_2,bfi_consc_3,0.185426546386194
bfi_agree_2,soi_r_attitude_5,-0.0266617292896097
bfi_agree_2,narq_2,-0.00918016547894012
bfi_agree_2,asendorpf_shyness_2,-0.0473591594131087
bfi_agree_2,bfi_agree_1r,-0.174472968051793
bfi_agree_2,bfi_consc_1,0.136814376582035
bfi_agree_2,narq_11,-0.114341644058013
bfi_agree_2,bfi_neuro_1,-0.0761937419925741
bfi_agree_2,bfi_extra_2r,-0.0631155934643327
bfi_agree_2,bfi_neuro_3,-0.160216620448164
bfi_agree_2,narq_18,0.0961274900105713
bfi_agree_2,bfi_open_3,0.07808357759124
bfi_agree_2,asendorpf_shyness_5,-0.0938054061871438
bfi_agree_2,bfi_extra_4,0.124988076528876
bfi_agree_2,narq_16,0.0209689201008107
bfi_agree_2,bfi_agree_4,0.16320803089903
bfi_agree_2,bfi_consc_9r,0.00238070952853922
bfi_agree_2,bfi_neuro_4,0.0738870022535829
bfi_agree_2,bfi_open_4,0.114565412415427
bfi_agree_2,bfi_extra_5r,-0.0485936008116231
bfi_agree_2,bfi_agree_5,0.288640037559065
bfi_agree_2,narq_1,0.0983556290261104
bfi_agree_2,bfi_consc_4r,-0.0650494093841256
bfi_agree_2,bfi_neuro_5r,0.0763698061888921
bfi_agree_2,bfi_open_5,0.113229839921686
bfi_agree_2,bfi_extra_6,-0.0118616052109959
bfi_agree_2,narq_14,-0.194629370465684
bfi_agree_2,bfi_agree_6r,-0.234759203412607
bfi_agree_2,bfi_consc_5,0.125323439522245
bfi_agree_2,asendorpf_shyness_3r,0.160992768302948
bfi_agree_2,pvd_germ_aversion_2,-0.0856754540638005
bfi_agree_2,pvd_germ_aversion_3R,0.101042673556412
bfi_agree_2,bfi_neuro_8,-0.126999766365362
bfi_agree_2,pvd_infectability_3R,0.03864135667422
bfi_agree_2,pvd_germ_aversion_1,-0.0791831324103139
bfi_agree_2,feel_safe_walking_dark,0.0278524893422917
bfi_agree_2,feel_safe_violent_crime,0.0127389744219618
bfi_agree_2,feel_safe_sexual_assault,-0.0216262642456693
bfi_agree_2,feel_safe_theft,0.0483114494011869
bfi_agree_2,bfi_open_6,-0.00478623200153202
bfi_agree_2,narq_17,-0.140854889580296
bfi_agree_2,bfi_extra_7r,-0.0601451254594204
bfi_agree_2,bfi_agree_7,0.469998295052665
bfi_agree_2,narq_4,-0.160248305331064
bfi_agree_2,asendorpf_shyness_1,-0.0395352494657286
bfi_agree_2,bfi_consc_6,0.0857860480436856
bfi_agree_2,bfi_neuro_6r,0.0964221929510478
bfi_agree_2,bfi_open_7r,-0.0371386454163941
bfi_agree_2,narq_13,-0.137472128796696
bfi_agree_2,bfi_extra_8,0.190502322442071
bfi_agree_2,bfi_agree_8r,-0.258312688924707
bfi_agree_2,narq_6,-0.185693428522928
bfi_agree_2,bfi_consc_7,0.0750040811050523
bfi_agree_2,bfi_neuro_7,-0.0140301168066693
bfi_agree_2,narq_7,0.0435734475893275
bfi_agree_2,bfi_open_8,0.0697372333247218
bfi_agree_2,narq_12,-0.122191321686776
bfi_agree_2,bfi_open_9r,-0.03449207483647
bfi_agree_2,bfi_agree_9,0.265766661764703
bfi_agree_2,narq_8,0.0403128934248354
bfi_agree_2,bfi_consc_8r,-0.00160261094154435
bfi_agree_2,narq_9,-0.211915517474245
bfi_agree_2,narq_10,-0.22677282937778
bfi_agree_2,bfi_open_10,0.0254916506318748
bfi_agree_2,pvd_infectability_2,-0.0125574096028505
bfi_agree_2,pvd_germ_aversion_4R,0.12813754952191
bfi_agree_2,spms_partner_1,0.0261799551137753
bfi_agree_2,spms_partner_2,0.00155849665171966
bfi_agree_2,spms_partner_3R,-0.051889154987673
bfi_agree_2,satisfaction_sexual_intercourse,0.0667060524188299
bfi_agree_2,satisfaction_single_life,-0.026686057794886
bfi_agree_2,investment_potential_partner,0.110201833482174
bfi_agree_2,quantity_potential_partner,0.0604622383679408
bfi_agree_2,relationship_importance,0.053217308018807
bfi_agree_2,relationship_importance_partner,0.0315771567011595
bfi_agree_2,partner_attractiveness_longterm,0.0348661059447738
bfi_agree_2,partner_attractiveness_shortterm,-0.0444293224715996
bfi_agree_2,partner_attractiveness_face,0.0639227552537849
bfi_agree_2,partner_attractiveness_body,0.0526460116522703
bfi_agree_2,attractiveness_warmth,0.0422836013406224
bfi_agree_2,partner_attractiveness_trust,0.0556310839324124
bfi_agree_2,partner_sexiness,0.0356158719100698
bfi_agree_2,partner_strength,0.00699596373813049
bfi_agree_2,partner_feel_safe,0.0288079372533545
bfi_agree_2,spms_self_1,0.0216956422140854
bfi_agree_2,spms_self_2,0.0440346889552215
bfi_agree_2,spms_self_3R,-0.0264286316573867
bfi_agree_2,soi_r_desire_9,-0.00411736397200848
bfi_agree_2,soi_r_desire_7,-0.0301091087141278
bfi_agree_2,soi_r_desire_8,0.00658316325100216
bfi_agree_2,relationship_problems,-0.0253657394545656
bfi_agree_2,relationship_satisfaction_overall,0.0386755334142472
bfi_agree_2,relationship_conflict,-0.0580594896377943
bfi_agree_2,relationship_satisfaction_2,0.023242366851321
bfi_agree_2,relationship_satisfaction_3,0.050819547773212
bfi_agree_2,alternatives_1,-0.0472452370416583
bfi_agree_2,alternatives_2,-0.0389192965143833
bfi_agree_2,alternatives_3,-0.0927475780249063
bfi_agree_2,alternatives_4,0.00690355358350133
bfi_agree_2,alternatives_5,0.00537168317155729
bfi_agree_2,alternatives_6,0.039837749131929
bfi_agree_2,investment_1,0.055760762134458
bfi_agree_2,investment_2,0.00750237411047203
bfi_agree_2,investment_3,0.0781633875750682
bfi_agree_2,commitment_1,0.049519629283117
bfi_agree_2,commitment_2,0.0226494545417078
bfi_agree_2,commitment_3,-0.0138663103068542
bfi_agree_2,communal_strength_1,0.118269874590025
bfi_agree_2,communal_strength_2R,-0.131736501267186
bfi_agree_2,communal_strength_3,0.176220236773416
bfi_agree_2,communal_strength_4,0.243282277520869
bfi_agree_2,sexual_communal_strength_1,0.0910382113645671
bfi_agree_2,sexual_communal_strength_2,0.0639435105986785
bfi_agree_2,sexual_communal_strength_3,0.0162145519905023
bfi_agree_2,ecr_avo_1R,0.0143506721606231
bfi_agree_2,ecr_anx_1,-0.0261157062581132
bfi_agree_2,ecr_avo_2,-0.0209262089892707
bfi_agree_2,ecr_anx_2,0.016435396144038
bfi_agree_2,ecr_anx_3,0.0294998993124451
bfi_agree_2,ecr_avo_3R,0.0527793758797461
bfi_agree_2,ecr_avo_4,-0.0492528657059985
bfi_agree_2,ecr_anx_4R,0.0162003514798297
bfi_agree_2,ecr_avo_5R,0.0435336167254049
bfi_agree_2,ecr_anx_5,0.0301187542142832
bfi_agree_2,ecr_avo_6,-0.0777246561212357
bfi_agree_2,ecr_anx_6,0.0417610906279177
pvd_infectability_1,bfi_open_1,0.0367225706040096
pvd_infectability_1,narq_5,-0.0145607741600015
pvd_infectability_1,narq_3,-0.00147783297362733
pvd_infectability_1,bfi_agree_2,0.0121089469470127
